minute_bin,tweet_count,vader_mean,bert_mean,tweet_count_smooth,count_roll_mean,count_roll_std,count_z,sentiment_signal,sent_change,sent_z,dual_score
2018-06-29 23:56:00,7.0,0.4337714285714286,0.5093928490366254,14.0,17.433333333333334,3.0435724623102596,-1.1280603224827515,0.5093928490366254,0.0,0.0,0.0
2018-06-29 23:57:00,14.0,0.33056428571428575,0.2047133892774582,18.5,18.575,3.3747839437016807,-0.022223644906208262,0.2047133892774582,-0.3046794597591672,10.3214164222015,0.0
2018-06-29 23:58:00,21.0,0.3702047619047619,0.3107470983550662,19.8,19.46,3.5295892112255784,0.09632849027265179,0.3107470983550662,0.10603370907760801,3.592031005456155,0.4423434140407987
2018-06-29 23:59:00,32.0,0.267128125,0.16053086146712303,22.0,21.34,2.1137644144984535,0.31223914806825936,0.16053086146712303,-0.15021623688794317,5.088772100101761,1.9011530133175603
2018-06-30 00:00:00,25.0,0.27982399999999996,0.030028609037399293,23.0,22.04,1.3957077057894265,0.6878230993623519,0.030028609037399293,-0.13050225242972374,4.420935012905505,3.7286443220185554
2018-06-30 00:01:00,18.0,0.29208333333333336,0.24481513268417782,23.4,22.56,0.6228964600958837,1.3485387280426941,0.24481513268417782,0.21478652364677853,7.276175276757325,11.160742880776715
2018-06-30 00:02:00,19.0,0.3179736842105263,0.1231754343760641,22.0,22.52,0.6723094525588518,-0.7734533525013624,0.1231754343760641,-0.12163969830811372,4.120704364847573,0.0
2018-06-30 00:03:00,23.0,0.31623478260869564,0.31045401096343994,22.4,22.04,1.0139033484509201,0.35506342941861374,0.31045401096343994,0.18727857658737584,6.3443074811914775,2.607695000976627
2018-06-30 00:04:00,25.0,0.20192,0.07033095359802247,21.8,21.639999999999997,0.68410525505948,0.2338821384818808,0.07033095359802247,-0.24012305736541747,8.134483596628742,2.1363925575071923
2018-06-30 00:05:00,27.0,0.3061888888888889,0.190189598887055,20.6,21.08,1.237739875741268,-0.38780361642023564,0.190189598887055,0.11985864528903253,4.060368857181626,0.0
2018-06-30 00:06:00,15.0,0.2974333333333333,0.17717777689297995,21.4,20.160000000000004,1.6516658257650148,0.7507571935295413,0.17717777689297995,-0.013011821994075051,0.4407925408511824,1.0816853644277307
2018-06-30 00:07:00,13.0,0.3340153846153846,0.3480314566538884,19.2,19.36,1.6272676485446516,-0.09832432921719811,0.3480314566538884,0.17085367976090846,5.787892552624686,0.0
2018-06-30 00:08:00,27.0,0.3580851851851852,0.383782046812552,17.8,19.119999999999997,1.4805404418657542,-0.8915663244811828,0.383782046812552,0.03575059015866361,1.211098144452199,0.0
2018-06-30 00:09:00,14.0,0.49765714285714285,0.4282190757138388,17.8,18.439999999999998,0.7924645102463901,-0.8076071442000735,0.4282190757138388,0.04443702890128681,1.5053626529931654,0.0
2018-06-30 00:10:00,20.0,0.276285,0.15409553945064544,19.4,18.520000000000003,0.9011104260855328,0.9765728755606101,0.15409553945064544,-0.2741235362631934,9.2862944260677,10.045316126528009
2018-06-30 00:11:00,15.0,0.3368933333333333,0.303935964902242,18.0,18.92,0.9444575162494304,-0.9741041647415197,0.303935964902242,0.14984042545159657,5.076040994651381,0.0
2018-06-30 00:12:00,21.0,0.39518095238095235,0.25175830721855164,19.6,19.52,1.0059821071967594,0.07952427724875498,0.25175830721855164,-0.05217765768369037,1.7675866082805283,0.22009032474684218
2018-06-30 00:13:00,20.0,0.48549999999999993,0.4258266776800156,19.8,19.720000000000002,1.0733126291999124,0.07453559924999047,0.4258266776800156,0.17406837046146395,5.896794417605144,0.5140567048201884
2018-06-30 00:14:00,22.0,0.09125000000000001,0.14241136745973068,20.8,20.12,0.48166378315171593,1.4117731575135082,0.14241136745973068,-0.2834153102202849,9.601065459165618,14.966299656293632
2018-06-30 00:15:00,21.0,0.3613095238095238,0.23296961472147987,20.4,20.08,0.5403702434442749,0.5921865681580595,0.23296961472147987,0.09055824726174919,3.06777943348076,2.408884342736907
2018-06-30 00:16:00,20.0,-0.00048500000000000485,-0.07659114003181458,20.0,20.080000000000002,0.5403702434442749,-0.14804664203951817,-0.07659114003181458,-0.3095607547532945,10.48677669412078,0.0
2018-06-30 00:17:00,19.0,0.2927315789473684,0.13498939965900622,19.4,19.68,0.6099180272790997,-0.45907808504875125,0.13498939965900622,0.2115805396908208,7.16756836417289,0.0
2018-06-30 00:18:00,18.0,0.30165555555555557,0.33078796333736843,19.8,19.52,0.46043457732888665,0.6081211398682559,0.33078796333736843,0.1957985636783622,6.632933221657743,4.641748051292786
2018-06-30 00:19:00,19.0,0.1747157894736842,0.022535684861634903,18.8,19.4,0.37416573867743647,-1.6035674514743592,0.022535684861634903,-0.30825227847573355,10.442450343568781,0.0
2018-06-30 00:20:00,23.0,0.1777304347826087,0.21931332868078482,19.6,19.32,0.4147288270665936,0.675139951038516,0.21931332868078482,0.19677764381914992,6.6661008459267554,5.175690949775316
2018-06-30 00:21:00,15.0,0.20346,0.07190485000610351,19.4,18.64,1.2915107432770496,0.5884581324283773,0.07190485000610351,-0.14740847867468132,4.993655607001638,3.527015384915056
2018-06-30 00:22:00,23.0,0.347,0.2021348696687947,19.0,18.0,1.8601075237738376,0.5376033305704674,0.2021348696687947,0.1302300196626912,4.411712770767712,2.9093548096554547
2018-06-30 00:23:00,17.0,0.2811705882352941,0.223442884052501,16.4,16.880000000000003,2.2917242417010035,-0.20944928332377807,0.223442884052501,0.021308014383706303,0.7218369422025823,0.0
2018-06-30 00:24:00,17.0,0.28286470588235296,0.11804709364386166,15.6,15.919999999999998,1.9524343778985378,-0.16389795407332658,0.11804709364386166,-0.10539579040863935,3.570420673630286,0.0
2018-06-30 00:25:00,10.0,0.31453,0.36390788555145265,14.0,14.879999999999999,1.100908715561857,-0.7993396614640155,0.36390788555145265,0.24586079190759097,8.328856881840137,0.0
2018-06-30 00:26:00,11.0,0.20379090909090908,0.08586990291422064,14.6,15.760000000000002,2.9031017894658904,-0.39957262408405514,0.08586990291422064,-0.278037982637232,9.418901432528738,0.0
2018-06-30 00:27:00,15.0,0.23702666666666664,0.164566703637441,13.8,17.0,3.9522145690739063,-0.8096726389908107,0.164566703637441,0.07869680072322036,2.665957370416159,0.0
